code,lib,inscrits,abstentions,votants,blancs,nuls,exprimes,LFI,REN,PSPP,RN,EELV,LR,REC,UPR,PARTI_ANIMAL,ECO_AU_CENTRE,ALLIANCE_RURAL,PCF,PATRIOTES,EUROPE_TERRITOIRES_ECOLOGIES,EQUINOXE,LO,ECO_POSI_ET_TERRITOIRE,42,NPA,DEFENDRE_LES_ENFANTS,ESPERANTO,FORTERESSE_EUROPE,43,FRANCE_LIBRE,10,PARTI_PIRATE,40,PARTI_DES_TRAVAILLEURS,PAIX_ET_DECROISSANCE,POUR_UNE-HUMANITE_SOUVERAINE,41,PARTI_CITOYENS_EUROPEENS,NOUVELLE_DONNE,ASSOCIATION_NATIONALE_DES_COMMUNISTES,45
59024,Auberchicourt,3241,1479,1762,30,27,1705,97,169,132,890,34,71,68,7,52,8,34,98,16,3,1,14,3,,4,,1,,,,,,,,,,1,1,1,,
59120,Caëstre,1550,672,878,15,22,841,33,157,68,362,28,64,28,1,25,14,28,16,6,,3,4,3,,,,,,,,,,,,,,,1,,,
59250,Fournes-en-Weppes,1825,738,1087,13,6,1068,22,261,107,303,71,139,54,6,23,18,16,20,2,2,10,3,6,,1,,2,,,,,1,,,,,,1,,,
59291,Hautmont,9633,6037,3596,46,55,3495,514,297,148,1894,44,124,110,19,85,26,26,97,36,4,6,27,21,,9,,1,,,,,,,,,,3,4,,,
59132,Carnières,774,323,451,7,3,441,10,53,24,270,13,16,7,2,14,5,6,10,,1,,6,1,,,,,,,,,,,,,,1,1,1,,
59292,Haveluy,2269,1170,1099,14,13,1072,101,48,76,604,16,25,33,12,31,7,13,66,8,3,1,18,5,1,2,,,,,,1,,,,,,,,1,,
59295,Hazebrouck,16898,8511,8387,139,152,8096,390,1272,849,3334,287,518,406,66,223,115,163,225,71,19,12,73,25,6,12,2,1,,,1,,3,,,,,11,4,8,,
59331,Landrecies,2567,1385,1182,17,28,1137,55,117,111,570,20,62,64,2,35,12,40,27,4,,3,7,2,,1,,,,,2,,,,,,,,2,1,,
59607,Vendegies-au-Bois,376,175,201,1,3,197,6,27,15,88,5,11,9,2,4,4,9,12,2,,,1,2,,,,,,,,,,,,,,,,,,
59100,Bousignies,289,122,167,0,2,165,3,15,19,55,23,12,6,,5,4,10,9,,,2,,2,,,,,,,,,,,,,,,,,,
59119,Buysscheure,465,209,256,7,9,240,7,31,18,102,7,21,14,1,5,2,24,5,2,,,1,,,,,,,,,,,,,,,,,,,
59202,Erquinghem-Lys,3888,1825,2063,36,32,1995,92,338,206,783,94,123,88,15,73,28,28,62,17,1,8,15,13,,,,2,,,,,3,,,,,2,1,3,,
59205,Escaudain,6298,3657,2641,29,28,2584,255,135,110,1521,25,39,75,25,51,15,16,248,16,,4,17,13,2,3,,1,,,,,9,,,,,1,2,1,,
59142,Cerfontaine,557,288,269,5,5,259,12,31,20,140,5,19,17,1,3,,1,6,2,,,1,,,,,1,,,,,,,,,,,,,,
59156,Courchelettes,2179,1030,1149,9,14,1126,63,131,80,592,32,36,55,10,31,12,11,47,11,1,2,6,3,,,,1,,,,,1,,,,,,1,,,
59164,Croix-Caluyau,223,101,122,3,0,119,1,16,5,61,1,16,2,1,4,3,7,2,,,,,,,,,,,,,,,,,,,,,,,
59167,Cuvillers,149,59,90,2,2,86,2,11,4,36,,9,13,1,2,1,5,,1,,,1,,,,,,,,,,,,,,,,,,,
59246,Forest-en-Cambrésis,425,198,227,4,5,218,3,23,7,114,2,29,14,,6,,6,10,1,,,1,,,,,,,,,,,,,,,,,2,,
59190,Élesmes,755,332,423,5,3,415,22,64,30,215,8,34,16,,2,3,2,10,5,,1,2,,,,,,,,,,,,,,,,,1,,
59217,Eth,242,79,163,1,3,159,3,27,11,67,8,15,8,,6,3,6,2,,,,,,,,,1,,,,,,,,,,,1,1,,
59263,Gœulzin,903,406,497,7,2,488,19,76,36,222,13,4,27,3,13,13,6,18,7,,,1,8,,,,,,,,22,,,,,,,,,,
59159,Craywick,524,199,325,10,3,312,11,31,17,175,12,20,19,,4,7,3,2,5,,1,1,2,,,,,,,,,2,,,,,,,,,
59304,Herrin,338,123,215,4,4,207,6,45,21,60,19,20,10,1,3,8,2,5,1,,1,2,3,,,,,,,,,,,,,,,,,,
59316,Houplin-Ancoisne,2669,1139,1530,17,14,1499,89,237,210,567,87,98,51,4,39,23,20,39,7,2,6,6,11,,1,,,,,,,2,,,,,,,,,
59334,Lauwin-Planque,1364,552,812,10,15,787,46,111,62,376,15,51,41,6,21,9,8,23,4,2,,8,1,,1,,1,,,,,,,,,,,1,,,
59338,Ledringhem,503,159,344,11,9,324,15,46,25,117,9,30,31,,12,5,18,5,6,,2,1,1,,,,,,,,,,,1,,,,,,,
59385,Marpent,1711,969,742,16,4,722,48,57,52,415,14,37,44,4,16,4,8,7,3,,1,5,3,,4,,,,,,,,,,,,,,,,
59425,Neuville-en-Avesnois,235,98,137,2,2,133,8,17,22,43,8,4,7,,5,8,8,1,,,,1,1,,,,,,,,,,,,,,,,,,
59498,Reumont,256,87,169,1,4,164,4,19,8,78,1,16,8,1,4,1,5,13,,,1,2,2,,,,,,,,,,,,,,,1,,,
59513,Roucourt,379,151,228,2,1,225,11,29,23,104,7,14,12,3,8,3,2,4,2,1,,,1,,1,,,,,,,,,,,,,,,,
59549,Salesches,263,137,126,1,1,124,7,11,8,55,3,12,6,4,1,3,1,10,,,,1,1,,,,,,,,,,,,,,,1,,,
59490,Rainsars,150,57,93,2,2,89,2,17,2,40,1,9,6,,3,,5,2,,,,2,,,,,,,,,,,,,,,,,,,
59620,Villers-au-Tertre,529,201,328,4,4,320,8,33,36,139,24,15,15,3,9,5,6,14,3,1,2,2,4,,1,,,,,,,,,,,,,,,,
59643,Warneton,195,75,120,3,2,115,1,30,9,28,4,23,11,,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,
59534,Saint-Hilaire-sur-Helpe,551,252,299,5,3,291,12,37,32,138,10,14,13,3,2,5,6,9,6,1,1,2,,,,,,,,,,,,,,,,,,,
59406,Monceau-Saint-Waast,328,135,193,2,3,188,14,29,7,83,6,14,10,2,4,2,3,2,3,,1,2,3,,1,,1,,,,,,,,,,1,,,,
59008,Aniche,6825,3937,2888,28,37,2823,191,195,168,1522,58,63,97,24,109,25,44,256,13,6,6,24,6,,7,1,,,,2,2,,,,,,,,3,,1
59189,Eecke,931,346,585,10,9,566,21,74,56,215,36,50,38,2,15,8,16,20,5,2,2,2,2,,1,,,,,,,,,,,,,1,,,
59191,Élincourt,463,244,219,1,5,213,5,18,11,134,5,10,11,2,3,,10,2,,,,1,,,1,,,,,,,,,,,,,,,,
59192,Émerchicourt,638,268,370,4,3,363,12,20,25,193,6,14,20,,10,2,2,56,,,,2,1,,,,,,,,,,,,,,,,,,
59006,Amfroipret,186,76,110,2,3,105,5,21,7,41,3,8,3,1,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,
59007,Anhiers,649,283,366,8,5,353,21,20,36,186,9,15,19,3,7,5,6,17,3,,,4,1,,,,,,,,,,,,,,,,1,,
59266,Gondecourt,3374,1510,1864,28,18,1818,95,319,206,646,102,121,60,22,45,41,40,55,12,2,12,12,7,1,,,,,,5,,12,,,,,,2,1,,
59268,La Gorgue,4103,2030,2073,25,33,2015,74,260,132,988,66,107,109,19,57,16,50,63,25,4,5,17,13,1,1,,,2,,1,,,1,,,,2,1,1,,
59269,Gouzeaucourt,1150,564,586,8,10,568,31,63,28,314,16,28,31,5,14,2,15,9,5,,1,4,2,,,,,,,,,,,,,,,,,,
59026,Aubigny-au-Bac,889,369,520,6,10,504,14,41,32,302,7,18,29,8,16,5,14,12,1,,1,2,2,,,,,,,,,,,,,,,,,,
59047,Banteux,279,123,156,1,4,151,3,14,6,86,1,7,6,3,6,1,7,5,1,,4,1,,,,,,,,,,,,,,,,,,,
59050,Bas-Lieu,244,87,157,1,1,155,2,28,18,67,8,10,10,,3,1,3,4,,,1,,,,,,,,,,,,,,,,,,,,
59063,Beauvois-en-Cambrésis,1558,863,695,7,5,683,23,84,36,384,16,21,33,1,17,9,17,30,3,,,5,1,,,,,,,,3,,,,,,,,,,
59064,Bellaing,959,419,540,5,7,528,24,53,45,275,19,20,21,3,9,9,7,29,6,,1,3,3,,,,,,,,,,,,,,,1,,,
59070,Bermeries,265,125,140,2,2,136,2,26,11,51,4,7,5,5,4,7,5,1,5,,,,1,,,,2,,,,,,,,,,,,,,
59109,Brillon,645,273,372,8,3,361,21,44,38,105,21,32,26,4,11,12,14,28,,,,2,,,,,,,,,,1,,,,,,2,,,
59140,Caullery,379,208,171,5,5,161,6,16,10,102,1,5,5,1,1,1,6,2,4,,,,,,1,,,,,,,,,,,,,,,,
59147,Choisies,51,15,36,0,1,35,1,5,3,10,,3,3,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
59184,Ebblinghem,523,219,304,8,7,289,5,35,15,163,9,11,16,2,5,4,7,11,2,,1,,2,,,,,,,,,1,,,,,,,,,
59358,Looberghe,958,420,538,18,13,507,18,66,31,246,10,22,32,2,10,2,47,10,5,,,3,2,,1,,,,,,,,,,,,,,,,
59186,Eccles,57,22,35,0,1,34,1,2,2,19,,3,2,,,,3,1,,,1,,,,,,,,,,,,,,,,,,,,
59254,Fressain,686,274,412,11,3,398,14,49,20,215,12,14,16,3,9,5,10,16,4,2,,2,3,,,,1,,,1,,2,,,,,,,,,
59211,Esquerchin,626,205,421,10,3,408,18,45,32,192,20,32,23,,12,3,9,13,1,2,,2,2,,2,,,,,,,,,,,,,,,,
59251,Frasnoy,266,96,170,1,5,164,9,11,15,78,3,14,7,,6,,9,5,2,,2,1,1,,,,,,,,,,,,1,,,,,,
59271,Grande-Synthe,14421,8585,5836,79,107,5650,1914,335,362,2101,119,104,143,89,105,61,75,118,40,9,4,38,,5,13,,,,,3,,2,,,,,5,1,4,,
59356,Lompret,1779,619,1160,20,3,1137,36,327,152,236,75,151,69,2,20,16,22,10,2,1,3,,11,,2,,,,,,,,,,,,,2,,,
59320,Illies,1154,477,677,12,6,659,26,103,41,276,40,47,33,7,15,18,17,10,6,3,2,,1,,,,1,12,,1,,,,,,,,,,,
59318,Houtkerque,730,343,387,6,7,374,5,34,27,153,14,33,19,4,11,2,51,8,5,,,3,2,,2,1,,,,,,,,,,,,,,,
59361,Lourches,2329,1324,1005,10,9,986,211,31,39,533,11,14,30,6,18,2,13,47,12,,,9,,,2,,,,,,,,,,,,,,1,,7
59399,Merris,879,355,524,9,6,509,19,66,42,218,26,38,29,9,13,7,23,11,3,1,,2,2,,,,,,,,,,,,,,,,,,
59446,Oisy,484,189,295,5,4,286,16,39,30,121,3,20,22,,11,5,1,10,,2,1,2,,,,,,,,2,,1,,,,,,,,,
59505,Rombies-et-Marchipont,581,292,289,6,6,277,8,30,23,151,2,21,9,,12,6,3,7,,1,,1,2,,,,,,,,,,,,,,,,1,,
59518,Ruesnes,327,132,195,3,7,185,4,26,26,87,3,7,11,1,2,1,9,6,,,1,,1,,,,,,,,,,,,,,,,,,
59537,Saint-Martin-sur-Écaillon,421,171,250,4,1,245,17,38,26,92,10,18,11,1,7,2,4,13,1,,,3,2,,,,,,,,,,,,,,,,,,
59565,Sepmeries,525,233,292,3,3,286,11,31,33,109,13,25,13,6,6,4,13,17,2,,,,2,,,,,,,,,,,,,,,,1,,
59594,Thun-Saint-Amand,838,401,437,4,5,428,33,40,25,195,10,17,23,2,9,7,10,48,6,1,,,,,2,,,,,,,,,,,,,,,,
59658,Wicres,377,124,253,0,3,250,20,44,17,76,14,43,6,4,7,4,5,6,2,,1,,,,1,,,,,,,,,,,,,,,,
59650,Wattrelos,28936,16440,12496,136,180,12180,2384,1179,815,5265,315,351,446,91,372,165,146,269,102,16,17,92,73,2,23,,3,,,6,10,3,,1,,,7,6,14,3,4
59623,Villers-Guislain,561,239,322,7,5,310,7,20,12,196,4,24,17,5,2,1,12,6,,,,3,1,,,,,,,,,,,,,,,,,,
59625,Villers-Plouich,297,124,173,6,1,166,5,30,11,74,7,14,15,,1,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,
59424,Neuf-Mesnil,824,392,432,5,3,424,43,22,30,258,9,11,12,2,13,,2,13,4,1,,1,2,,,,,1,,,,,,,,,,,,,
59646,Wasquehal,15819,7376,8443,78,78,8287,846,1719,979,1919,563,897,466,57,200,154,89,138,74,22,40,32,44,2,5,,2,,,,,5,,2,1,,4,4,18,,4
59647,Watten,1990,993,997,17,15,965,45,101,58,529,21,35,53,3,26,3,31,26,10,1,1,12,4,3,,,,,,,,,,,,,1,,2,,
59160,Crespin,3031,1720,1311,9,10,1292,126,120,45,722,17,45,56,3,39,11,27,48,9,1,2,15,2,,2,,,,,,,,,,,,2,,,,
59257,Fromelles,871,318,553,9,10,534,29,105,44,172,29,57,29,1,14,18,10,10,6,,7,,2,,1,,,,,,,,,,,,,,,,
59447,Onnaing,6323,3579,2744,24,37,2683,233,203,126,1409,54,84,99,20,71,17,29,266,21,3,2,22,9,3,1,,,,,,2,2,,,2,,,5,,,
59616,Vieux-Condé,7956,4726,3230,29,42,3159,292,209,169,1692,55,69,135,34,102,21,35,274,33,6,,12,11,,,,1,,,,,,,,,,1,3,5,,
59619,Villereau,788,366,422,7,5,410,21,48,46,177,18,23,22,1,13,7,8,13,3,,1,1,3,,,,,,2,,,,,,,,2,1,,,
59018,Arnèke,1143,491,652,14,17,621,17,100,44,270,22,47,30,5,15,3,32,20,3,1,1,6,2,,2,,,,,,,,,,,,,,1,,
59019,Artres,744,318,426,3,7,416,17,64,31,215,10,22,10,3,13,8,2,15,1,1,1,1,1,,,,,,,,,,,,,,,1,,,
59612,Vertain,444,174,270,2,7,261,16,31,17,111,5,34,8,,8,3,4,16,1,,1,3,2,,,,,,,,,,,,,,,1,,,
59033,Aulnoye-Aymeries,6685,3835,2850,41,49,2760,237,206,183,1354,37,65,91,16,56,28,34,383,12,5,4,17,10,,7,,1,,,,,3,,,,,9,1,1,,
59034,Avelin,2168,793,1375,15,14,1346,43,300,169,414,55,122,87,7,29,19,32,29,9,4,7,5,9,,1,,1,,1,,,2,,,,,,1,,,
59035,Avesnelles,1891,1057,834,5,20,809,30,117,58,376,21,53,42,6,28,4,23,28,7,,4,7,1,,2,,,,,,,,,,,,1,,1,,
59603,Trith-Saint-Léger,5053,2837,2216,15,30,2171,158,125,89,1132,66,40,67,7,61,16,36,318,10,1,3,23,11,,3,,1,,,2,,,,,,,1,,1,,
59090,Bondues,8540,3502,5038,39,21,4978,130,1358,399,997,180,1093,422,33,82,76,58,37,37,9,30,8,19,,2,,,,,2,,3,,,,,1,2,,,
59094,Bourbourg,4982,2521,2461,23,45,2393,89,243,164,1322,38,120,114,6,74,21,84,48,12,2,3,27,9,5,1,,2,,,,,,,,,,5,3,1,,
59097,Boursies,271,97,174,3,3,168,4,14,18,92,1,9,7,2,2,,5,5,5,,,1,3,,,,,,,,,,,,,,,,,,
59139,Caudry,9762,5374,4388,79,78,4231,144,407,273,2435,62,232,181,40,110,30,59,151,41,6,2,29,18,,2,,3,,,1,,,,,,,,,5,,
59141,Cauroir,466,205,261,12,4,245,12,36,20,124,6,11,9,1,3,2,6,8,2,1,,1,1,,,,1,,,,,,,,,,,,1,,
59143,La Chapelle-d'Armentières,6368,2989,3379,49,39,3291,228,589,342,1155,154,251,163,29,101,58,45,97,16,11,10,17,11,5,2,,,1,,1,,,,,,,1,,4,,
59163,Croix,13634,6174,7460,55,54,7351,1042,1287,912,1559,516,810,396,68,169,129,44,154,48,18,26,28,47,2,15,4,4,53,3,,,3,,,1,,1,2,4,4,2
59253,Fresnes-sur-Escaut,4707,2455,2252,29,25,2198,143,156,84,1178,42,58,91,21,51,16,29,290,23,1,1,9,3,1,,,,,,,,,,,,,,,1,,
59262,Godewaersvelde,1561,647,914,23,18,873,33,117,104,316,54,62,50,10,23,17,36,18,9,,1,10,5,,3,,,,,,,,,,,,,4,1,,
59065,Bellignies,651,318,333,5,5,323,4,52,25,152,7,16,22,3,13,4,9,7,3,,,4,2,,,,,,,,,,,,,,,,,,
59066,Bérelles,127,47,80,0,1,79,1,7,1,41,2,4,6,2,4,,4,2,1,1,,3,,,,,,,,,,,,,,,,,,,
59431,Nieppe,6317,3109,3208,53,34,3121,182,508,324,1196,122,224,163,24,86,64,67,72,25,4,7,15,16,,3,,,1,,,,2,,,1,,3,5,7,,
59433,Nieurlet,776,329,447,17,6,424,12,39,27,210,12,23,16,,18,2,48,6,5,1,1,3,1,,,,,,,,,,,,,,,,,,
59434,Nivelle,1153,496,657,8,8,641,26,73,34,268,31,32,30,8,27,7,7,91,3,,,,2,,,,,,,,,1,,,,,,,1,,
59491,Raismes,9350,5326,4024,44,78,3902,353,266,177,1943,66,104,151,31,115,23,41,524,42,3,3,13,18,,3,,1,,,,10,,,,,,2,2,2,1,8
59506,Romeries,369,149,220,4,5,211,8,40,12,83,2,19,14,1,6,6,6,7,3,,1,3,,,,,,,,,,,,,,,,,,,
59521,Sailly-lez-Cambrai,321,137,184,3,12,169,5,27,9,76,,9,12,,7,1,7,9,1,1,1,2,,,,1,,,,,,1,,,,,,,,,
59525,Sains-du-Nord,1877,959,918,19,17,882,32,92,61,485,14,45,42,5,20,8,12,42,4,2,,4,4,5,1,,1,,,,,,,,,,1,1,1,,
59532,Saint-Georges-sur-l'Aa,239,92,147,2,0,145,8,11,11,73,4,7,12,,3,1,8,4,,1,,1,1,,,,,,,,,,,,,,,,,,
59533,Saint-Hilaire-lez-Cambrai,1152,539,613,7,11,595,18,55,26,366,7,27,18,,15,4,19,31,3,,,5,1,,,,,,,,,,,,,,,,,,
59061,Beaurepaire-sur-Sambre,182,96,86,1,1,84,2,15,2,41,2,4,4,,1,,4,5,2,,1,,,,,,,,,,,,,,,,1,,,,
59083,Bissezeele,209,73,136,3,3,130,8,12,16,47,2,19,7,,8,,6,2,1,,1,1,,,,,,,,,,,,,,,,,,,
59098,Bousbecque,3978,1959,2019,29,17,1973,82,363,163,772,87,199,98,6,50,37,40,26,16,6,4,6,15,,1,,,,,,,,,,,,,2,,,
59099,Bousies,1258,579,679,25,0,654,23,63,42,332,22,45,33,6,16,2,12,37,12,,1,5,1,,,,,,,,,,,,,,,,1,,
59127,Capelle,128,51,77,0,2,75,4,16,5,35,3,8,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
59608,Vendegies-sur-Écaillon,838,334,504,8,13,483,24,66,38,219,22,40,22,3,15,6,7,14,3,,,1,,,1,,1,,,,,,,,,,,,1,,
59208,Escobecques,244,83,161,0,0,161,1,52,13,27,8,31,8,2,2,5,6,2,2,,2,,,,,,,,,,,,,,,,,,,,
59630,Wahagnies,2009,993,1016,10,10,996,63,128,119,420,54,40,39,9,39,22,12,21,7,2,5,6,5,,1,,,,1,,,,,,,,,,3,,
59631,Walincourt-Selvigny,1521,798,723,12,20,691,12,70,53,377,14,35,42,6,17,14,18,19,4,1,1,4,2,,,,,,,,,,,,1,,,1,,,
59632,Wallers,4045,2075,1970,26,20,1924,102,217,101,1012,44,81,111,7,42,30,38,95,18,1,3,7,8,1,1,,,,,,,1,,,,,3,1,,,
59633,Wallers-en-Fagne,242,103,139,1,3,135,4,17,12,63,4,8,8,,6,2,6,3,,,,,,,,,,,,,,,,,,,,,2,,
59670,Don,1017,342,675,8,16,651,32,104,80,252,32,46,22,6,16,22,6,20,2,2,3,,5,,,,,1,,,,,,,,,,,,,
59306,Hestrud,209,102,107,3,2,102,1,8,18,47,,12,8,2,1,2,2,,,,,,,,1,,,,,,,,,,,,,,,,
59458,Péronne-en-Mélantois,776,283,493,2,5,486,21,94,64,137,29,60,24,2,15,8,10,8,2,2,3,1,1,,,,2,,,,,,,,2,,,1,,,
59493,Ramousies,176,89,87,3,4,80,,14,8,37,3,1,5,1,2,,4,3,1,,,1,,,,,,,,,,,,,,,,,,,
59495,Recquignies,1672,985,687,5,8,674,39,43,27,409,12,26,29,3,21,8,7,35,7,,1,4,2,,1,,,,,,,,,,,,,,,,
59502,Rieux-en-Cambrésis,1023,422,601,10,10,581,27,53,43,322,17,24,32,2,12,4,13,23,,1,2,3,,,,,,,,,,,,,,,,,3,,
59626,Villers-Pol,918,352,566,8,3,555,13,119,60,205,16,52,24,4,9,8,10,18,11,,1,2,1,,1,,,,,,,,,,,,,1,,,
59627,Villers-Sire-Nicole,778,415,363,6,9,348,10,40,21,186,5,32,11,4,13,2,11,3,4,,,1,,3,,,,,,,,,,,,,,2,,,
59089,Bollezeele,1002,427,575,11,20,544,19,71,33,248,10,34,39,6,9,1,49,14,8,,,3,,,,,,,,,,,,,,,,,,,
59105,Bouvignies,1155,425,730,19,13,698,13,96,88,241,45,70,35,2,15,18,28,26,5,3,2,3,6,,,,,,,,,1,,,,,,1,,,
59487,Radinghem-en-Weppes,1239,463,776,10,6,760,17,187,77,215,32,121,44,4,8,16,13,6,5,5,3,1,6,,,,,,,,,,,,,,,,,,
59256,Fretin,2541,1081,1460,25,32,1403,91,232,192,429,122,105,37,6,50,42,36,32,5,4,3,6,7,,2,,,,,,,1,,,,,,,1,,
59314,Hornaing,2866,1395,1471,26,21,1424,54,92,192,772,30,46,69,5,35,13,19,58,6,1,1,7,13,,5,,,,,,,,,,,,,,1,1,4
59337,Lederzeele,566,232,334,5,15,314,10,43,26,144,4,21,14,3,14,1,25,3,2,,,3,1,,,,,,,,,,,,,,,,,,
59339,Leers,8338,4198,4140,48,55,4037,330,623,355,1639,178,262,184,29,108,66,51,82,43,9,4,23,27,,2,,2,,,,,4,,,,,1,2,5,,
59340,Leffrinckoucke,3551,1631,1920,28,19,1873,145,295,220,649,75,105,114,17,59,27,60,47,31,2,2,9,8,,3,,,,,,,,,,,,3,1,1,,
59341,Lesdain,330,142,188,2,3,183,2,17,23,76,2,19,10,1,8,3,8,7,3,,1,,,,1,,,,,,,,,,2,,,,,,
59352,Linselles,6801,3234,3567,54,33,3480,129,747,325,1175,194,325,175,30,88,77,64,58,33,10,7,13,19,,1,,1,,,2,,5,,,,,1,,1,,
59386,Marquette-lez-Lille,8244,3720,4524,67,48,4409,399,807,481,1356,293,291,196,25,155,104,53,108,28,18,5,23,37,1,5,,2,,,,,15,,,,,3,2,2,,
59387,Marquette-en-Ostrevant,1220,518,702,12,9,681,25,49,36,425,8,25,29,2,20,3,9,30,2,1,,11,,,1,,,,,,,,,,,,1,,1,,3
59397,Merckeghem,516,222,294,1,7,286,16,41,10,123,8,12,16,1,12,3,35,8,,1,,,,,,,,,,,,,,,,,,,,,
59450,Ors,485,214,271,7,3,261,8,17,18,137,2,16,20,,5,3,16,12,3,,2,1,,,,,,,,,,,,,,,,,1,,
59548,Saint-Waast,526,208,318,4,6,308,8,24,26,165,8,12,25,9,7,,6,14,2,,,2,,,,,,,,,,,,,,,,,,,
59593,Thun-l'Évêque,596,280,316,14,0,302,11,30,24,155,12,20,12,2,5,3,6,15,1,,1,1,3,,,,1,,,,,,,,,,,,,,
59618,Vieux-Reng,586,262,324,2,1,321,21,33,14,189,7,9,21,3,4,4,8,3,1,1,,1,2,,,,,,,,,,,,,,,,,,
59659,Wignehies,1979,1118,861,16,16,829,26,103,50,458,10,45,33,6,25,3,13,38,2,5,2,6,2,,,,1,,,,,,,,,,,,,,
59028,Auby,4924,2468,2456,30,24,2402,530,124,121,1171,29,49,79,10,59,20,20,123,10,5,2,34,3,2,2,,1,,,1,,1,,,,,4,,2,,
59037,Avesnes-les-Aubert,2732,1400,1332,23,26,1283,46,87,76,723,18,44,40,8,24,8,26,165,2,1,,12,3,,,,,,,,,,,,,,,,,,
59053,Bavay,2344,1180,1164,15,25,1124,53,152,93,524,24,63,67,8,42,12,34,22,16,,3,6,4,,,,1,,,,,,,,,,,,,,
59057,Beaudignies,451,181,270,2,8,260,11,24,18,120,9,21,14,4,3,4,18,6,1,,,4,,,,,,,,,,,,,,,,2,1,,
59068,Berlaimont,2322,1277,1045,16,17,1012,45,114,69,531,16,50,39,4,22,13,33,50,7,,5,6,4,,2,,,,,,,,,,,,,1,1,,
59398,Mérignies,2740,1008,1732,19,13,1700,52,487,162,424,87,217,103,8,39,27,19,23,21,3,4,4,10,2,1,4,1,,,,,,,,,,,,2,,
59400,Merville,7599,4050,3549,65,65,3419,174,364,208,1724,112,175,180,28,98,51,82,96,31,1,9,38,8,,,2,,23,,1,,1,,,,,3,2,3,5,
59514,Rousies,2783,1313,1470,17,14,1439,96,142,115,735,30,65,84,8,37,18,21,42,21,4,2,11,5,,2,,1,,,,,,,,,,,,,,
59516,Rubrouck,721,303,418,11,7,400,21,57,25,132,9,37,21,6,13,6,57,5,6,,1,3,1,,,,,,,,,,,,,,,,,,
59519,Rumegies,1440,653,787,8,5,774,13,126,66,322,29,37,41,2,12,4,28,72,7,3,3,2,5,,,,,,,,,,,,,,1,,1,,
59569,Sin-le-Noble,10859,6175,4684,57,55,4572,647,389,319,2249,109,180,178,22,121,17,37,199,34,6,3,37,13,,3,2,1,,,,,,,,,,1,1,4,,
59509,Roost-Warendin,4750,2427,2323,38,42,2243,208,195,138,1266,46,73,92,14,59,20,23,68,14,1,3,9,5,1,1,2,1,,1,,,,,,,,1,2,,,
59523,Sainghin-en-Mélantois,2277,917,1360,11,17,1332,52,308,219,308,81,154,64,10,24,28,24,34,3,2,4,5,5,,,,,,,,,4,,,,,1,,1,,1
59010,Anneux,180,81,99,2,8,89,1,20,6,44,1,5,3,,4,,2,2,,,,,,,,,,,,,,,,,,,,,1,,
59036,Avesnes-sur-Helpe,2863,1717,1146,18,18,1110,62,155,90,501,35,60,53,8,37,12,12,59,7,2,1,8,4,,2,,1,,,1,,,,,,,,,,,
59042,Bachy,1391,521,870,13,14,843,41,173,98,241,58,66,44,4,33,25,25,14,5,1,4,4,6,,1,,,,,,,,,,,,,,,,
59076,Bettignies,225,92,133,1,1,131,12,13,10,66,2,5,3,,4,3,2,5,1,,,1,3,,,,,,,,,1,,,,,,,,,
59088,Bois-Grenier,1447,602,845,13,14,818,34,218,98,211,47,95,40,3,9,17,15,11,7,2,1,4,4,,,,,,,,,1,,,,,1,,,,
59155,Coudekerque-Branche,16066,8291,7775,132,132,7511,541,840,665,3457,206,293,379,51,275,138,131,250,66,21,5,79,51,,17,2,3,,2,3,,2,1,,,,5,3,6,,1
59171,Dehéries,33,9,24,1,0,23,,8,,8,,4,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
59321,Inchy,529,279,250,9,5,236,5,28,5,135,4,15,17,1,4,3,4,5,,1,,1,,,,,,,,3,,,,,,,,,,5,
59354,Loffre,599,238,361,9,6,346,23,51,25,162,6,13,15,,14,5,8,20,,,,2,2,,,,,,,,,,,,,,,,,,
59497,Renescure,1800,879,921,18,22,881,20,155,64,386,20,50,57,11,21,3,40,24,9,2,3,3,10,,,,1,,,,,,,,,,,1,1,,
59199,Erchin,563,227,336,4,10,322,16,42,28,127,15,30,18,2,9,6,9,9,3,,1,5,,,1,,,,,,,,,,,,1,,,,
59200,Eringhem,363,180,183,5,2,176,2,20,8,90,8,13,10,,9,1,12,1,1,,,1,,,,,,,,,,,,,,,,,,,
59270,Grand-Fayt,395,181,214,1,5,208,12,17,16,91,7,8,15,,6,1,13,18,,1,,3,,,,,,,,,,,,,,,,,,,
59273,Gravelines,9154,4636,4518,61,97,4360,251,453,538,2126,94,156,177,36,165,55,91,101,32,6,8,26,27,,2,2,1,,,,,2,,,,,1,,4,,6
59475,Prouvy,1683,779,904,14,6,884,46,63,40,432,16,26,38,5,37,11,14,145,2,2,,5,2,,,,,,,,,,,,,,,,,,
59563,Semousies,206,103,103,1,1,101,2,13,6,50,2,10,8,1,3,,1,2,,,1,2,,,,,,,,,,,,,,,,,,,
